HD spec 1 wave,HD spec 1 intensity,HD spec 2 wave,HD spec 2 intensity,HD spec 3 wave,HD spec 3 intensity,HD average intensity,,,goal: determine wavelengths of peaks,,,,,Links ,
649.24,1.08,649.24,16.77,649.24,3.92,7.256666667,,,,,,,,,
649.256,16.08,649.256,21.77,649.256,14.92,17.59,,,,,,,,,
649.271,0.08,649.271,17.77,649.271,18.92,12.25666667,,,,,,,,,
649.287,2.08,649.287,10.77,649.287,4.92,5.923333333,,,,,,,,,
649.302,-2.92,649.302,8.77,649.302,6.92,4.256666667,,,,,,,,,
649.318,1.08,649.318,4.77,649.318,-2.08,1.256666667,,,,,,,,,
649.333,-1.92,649.333,-4.23,649.333,-10.08,-5.41,,,,,,,,,
649.349,3.08,649.349,9.77,649.349,3.92,5.59,,,,,,,,,
649.364,13.08,649.364,9.77,649.364,1.92,8.256666667,,,,,,,,,
649.38,7.08,649.38,16.77,649.38,13.92,12.59,,,,,,,,,
649.395,10.08,649.395,26.77,649.395,11.92,16.25666667,,,,,,,,,
649.41,12.08,649.41,23.77,649.41,8.92,14.92333333,,,,,,,,,
649.426,-5.92,649.426,11.77,649.426,-4.08,0.59,,,,,,,,,
649.441,1.08,649.441,5.77,649.441,-19.08,-4.076666667,,,,,,,,,
649.457,14.08,649.457,1.77,649.457,-5.08,3.59,,,,,,,,,
649.472,0.08,649.472,-0.23,649.472,-25.08,-8.41,,,,,,,,,
649.488,-6.92,649.488,7.77,649.488,-18.08,-5.743333333,,,,,,,,,
649.503,9.08,649.503,6.77,649.503,-0.08,5.256666667,,,,,,,,,
649.519,7.08,649.519,10.77,649.519,21.92,13.25666667,,,,,,,,,
649.534,12.08,649.534,20.77,649.534,15.92,16.25666667,,,,,,,,,
649.55,23.08,649.55,17.77,649.55,14.92,18.59,,,,,,,,,
649.565,10.08,649.565,13.77,649.565,9.92,11.25666667,,,,,,,,,
649.581,0.08,649.581,6.77,649.581,1.92,2.923333333,,,,,,,,,
649.596,3.08,649.596,6.77,649.596,-9.08,0.2566666667,,,,,,,,,
649.611,-4.92,649.611,-9.23,649.611,-18.08,-10.74333333,,,,,,,,,
649.627,0.08,649.627,-4.23,649.627,-2.08,-2.076666667,,,,,,,,,
649.642,-2.92,649.642,-10.23,649.642,-19.08,-10.74333333,,,,,,,,,
649.658,-0.92,649.658,-3.23,649.658,-14.08,-6.076666667,,,,,,,,,
649.673,18.08,649.673,22.77,649.673,10.92,17.25666667,,,,,,,,,
649.689,15.08,649.689,25.77,649.689,12.92,17.92333333,,,,,,,,,
649.704,20.08,649.704,5.77,649.704,13.92,13.25666667,,,,,,,,,
649.719,34.08,649.719,14.77,649.719,4.92,17.92333333,,,,,,,,,
649.735,17.08,649.735,9.77,649.735,2.92,9.923333333,,,,,,,,,
649.75,26.08,649.75,22.77,649.75,23.92,24.25666667,,,,,,,,,
649.766,2.08,649.766,10.77,649.766,8.92,7.256666667,,,,,,,,,
649.781,4.08,649.781,9.77,649.781,12.92,8.923333333,,,,,,,,,
649.796,-17.92,649.796,-9.23,649.796,-8.08,-11.74333333,,,,,,,,,
649.812,-0.92,649.812,11.77,649.812,-0.08,3.59,,,,,,,,,
649.827,17.08,649.827,16.77,649.827,14.92,16.25666667,,,,,,,,,
649.843,-1.92,649.843,2.77,649.843,-5.08,-1.41,,,,,,,,,
649.858,13.08,649.858,9.77,649.858,9.92,10.92333333,,,,,,,,,
649.874,6.08,649.874,-9.23,649.874,2.92,-0.07666666667,,,,,,,,,
649.889,3.08,649.889,7.77,649.889,1.92,4.256666667,,,,,,,,,
649.904,4.08,649.904,0.77,649.904,4.92,3.256666667,,,,,,,,,
649.92,8.08,649.92,-8.23,649.92,1.92,0.59,,,,,,,,,
649.935,1.08,649.935,-1.23,649.935,2.92,0.9233333333,,,,,,,,,
649.95,-3.92,649.95,8.77,649.95,6.92,3.923333333,,,,,,,,,
649.966,-3.92,649.966,-11.23,649.966,-7.08,-7.41,,,,,,,,,
649.981,2.08,649.981,-0.23,649.981,-3.08,-0.41,,,,,,,,,
649.997,10.08,649.997,18.77,649.997,7.92,12.25666667,,,,,,,,,
650.012,4.08,650.012,18.77,650.012,15.92,12.92333333,,,,,,,,,
650.027,13.08,650.027,-0.23,650.027,6.92,6.59,,,,,,,,,
650.043,22.08,650.043,-11.23,650.043,6.92,5.923333333,,,,,,,,,
650.058,7.08,650.058,-4.23,650.058,2.92,1.923333333,,,,,,,,,
650.073,3.08,650.073,0.77,650.073,4.92,2.923333333,,,,,,,,,
650.089,11.08,650.089,17.77,650.089,5.92,11.59,,,,,,,,,
650.104,2.08,650.104,13.77,650.104,-1.08,4.923333333,,,,,,,,,
650.12,-13.92,650.12,0.77,650.12,-11.08,-8.076666667,,,,,,,,,
650.135,-17.92,650.135,-3.23,650.135,-10.08,-10.41,,,,,,,,,
650.15,-3.92,650.15,0.77,650.15,1.92,-0.41,,,,,,,,,
650.166,13.08,650.166,11.77,650.166,9.92,11.59,,,,,,,,,
650.181,23.08,650.181,7.77,650.181,1.92,10.92333333,,,,,,,,,
650.196,2.08,650.196,12.77,650.196,3.92,6.256666667,,,,,,,,,
650.212,4.08,650.212,2.77,650.212,5.92,4.256666667,,,,,,,,,
650.227,-1.92,650.227,7.77,650.227,-4.08,0.59,,,,,,,,,
650.242,18.08,650.242,24.77,650.242,8.92,17.25666667,,,,,,,,,
650.258,0.08,650.258,11.77,650.258,4.92,5.59,,,,,,,,,
650.273,-6.92,650.273,22.77,650.273,1.92,5.923333333,,,,,,,,,
650.288,-0.92,650.288,13.77,650.288,-9.08,1.256666667,,,,,,,,,
650.304,10.08,650.304,16.77,650.304,-12.08,4.923333333,,,,,,,,,
650.319,17.08,650.319,3.77,650.319,-21.08,-0.07666666667,,,,,,,,,
650.334,14.08,650.334,-7.23,650.334,-2.08,1.59,,,,,,,,,
650.35,5.08,650.35,-3.23,650.35,0.92,0.9233333333,,,,,,,,,
650.365,20.08,650.365,15.77,650.365,14.92,16.92333333,,,,,,,,,
650.38,13.08,650.38,0.77,650.38,9.92,7.923333333,,,,,,,,,
650.396,13.08,650.396,-7.23,650.396,-8.08,-0.7433333333,,,,,,,,,
650.411,1.08,650.411,1.77,650.411,5.92,2.923333333,,,,,,,,,
650.426,3.08,650.426,1.77,650.426,-11.08,-2.076666667,,,,,,,,,
650.441,-3.92,650.441,2.77,650.441,-2.08,-1.076666667,,,,,,,,,
650.457,1.08,650.457,-3.23,650.457,2.92,0.2566666667,,,,,,,,,
650.472,-2.92,650.472,-1.23,650.472,-3.08,-2.41,,,,,,,,,
650.487,9.08,650.487,2.77,650.487,12.92,8.256666667,,,,,,,,,
650.503,-11.92,650.503,-2.23,650.503,9.92,-1.41,,,,,,,,,
650.518,-12.92,650.518,-3.23,650.518,-15.08,-10.41,,,,,,,,,
650.533,0.08,650.533,2.77,650.533,-6.08,-1.076666667,,,,,,,,,
650.549,19.08,650.549,13.77,650.549,1.92,11.59,,,,,,,,,
650.564,14.08,650.564,11.77,650.564,4.92,10.25666667,,,,,,,,,
650.579,10.08,650.579,12.77,650.579,5.92,9.59,,,,,,,,,
650.594,-0.92,650.594,11.77,650.594,-8.08,0.9233333333,,,,,,,,,
650.61,0.08,650.61,21.77,650.61,-4.08,5.923333333,,,,,,,,,
650.625,-2.92,650.625,22.77,650.625,16.92,12.25666667,,,,,,,,,
650.64,-11.92,650.64,7.77,650.64,7.92,1.256666667,,,,,,,,,
650.656,-7.92,650.656,-7.23,650.656,-4.08,-6.41,,,,,,,,,
650.671,-7.92,650.671,-3.23,650.671,-19.08,-10.07666667,,,,,,,,,
650.686,-15.92,650.686,6.77,650.686,-13.08,-7.41,,,,,,,,,
650.701,-2.92,650.701,9.77,650.701,1.92,2.923333333,,,,,,,,,
650.717,5.08,650.717,7.77,650.717,4.92,5.923333333,,,,,,,,,
650.732,14.08,650.732,18.77,650.732,-3.08,9.923333333,,,,,,,,,
650.747,1.08,650.747,9.77,650.747,11.92,7.59,,,,,,,,,
650.762,1.08,650.762,1.77,650.762,10.92,4.59,,,,,,,,,
650.778,1.08,650.778,-5.23,650.778,-5.08,-3.076666667,,,,,,,,,
650.793,21.08,650.793,10.77,650.793,-1.08,10.25666667,,,,,,,,,
650.808,9.08,650.808,6.77,650.808,1.92,5.923333333,,,,,,,,,
650.823,8.08,650.823,2.77,650.823,-15.08,-1.41,,,,,,,,,
650.839,-12.92,650.839,5.77,650.839,-15.08,-7.41,,,,,,,,,
650.854,-1.92,650.854,16.77,650.854,-2.08,4.256666667,,,,,,,,,
650.869,8.08,650.869,9.77,650.869,-2.08,5.256666667,,,,,,,,,
650.884,17.08,650.884,2.77,650.884,1.92,7.256666667,,,,,,,,,
650.9,22.08,650.9,8.77,650.9,-4.08,8.923333333,,,,,,,,,
650.915,4.08,650.915,-7.23,650.915,-1.08,-1.41,,,,,,,,,
650.93,-0.92,650.93,-11.23,650.93,-14.08,-8.743333333,,,,,,,,,
650.945,6.08,650.945,2.77,650.945,-14.08,-1.743333333,,,,,,,,,
650.96,6.08,650.96,14.77,650.96,7.92,9.59,,,,,,,,,
650.976,7.08,650.976,13.77,650.976,0.92,7.256666667,,,,,,,,,
650.991,7.08,650.991,8.77,650.991,-9.08,2.256666667,,,,,,,,,
651.006,-8.92,651.006,-4.23,651.006,-4.08,-5.743333333,,,,,,,,,
651.021,-12.92,651.021,-12.23,651.021,-4.08,-9.743333333,,,,,,,,,
651.037,5.08,651.037,-5.23,651.037,-9.08,-3.076666667,,,,,,,,,
651.052,3.08,651.052,11.77,651.052,-5.08,3.256666667,,,,,,,,,
651.067,-26.92,651.067,-12.23,651.067,-18.08,-19.07666667,,,,,,,,,
651.082,-4.92,651.082,6.77,651.082,-10.08,-2.743333333,,,,,,,,,
651.097,9.08,651.097,9.77,651.097,-1.08,5.923333333,,,,,,,,,
651.113,-9.92,651.113,13.77,651.113,-9.08,-1.743333333,,,,,,,,,
651.128,0.08,651.128,-4.23,651.128,-6.08,-3.41,,,,,,,,,
651.143,0.08,651.143,10.77,651.143,15.92,8.923333333,,,,,,,,,
651.158,-7.92,651.158,-0.23,651.158,-5.08,-4.41,,,,,,,,,
651.173,6.08,651.173,3.77,651.173,10.92,6.923333333,,,,,,,,,
651.189,16.08,651.189,12.77,651.189,26.92,18.59,,,,,,,,,
651.204,-10.92,651.204,-2.23,651.204,-4.08,-5.743333333,,,,,,,,,
651.219,-11.92,651.219,-4.23,651.219,3.92,-4.076666667,,,,,,,,,
651.234,3.08,651.234,5.77,651.234,-0.08,2.923333333,,,,,,,,,
651.249,16.08,651.249,13.77,651.249,0.92,10.25666667,,,,,,,,,
651.264,13.08,651.264,13.77,651.264,5.92,10.92333333,,,,,,,,,
651.28,12.08,651.28,8.77,651.28,1.92,7.59,,,,,,,,,
651.295,11.08,651.295,3.77,651.295,-5.08,3.256666667,,,,,,,,,
651.31,17.08,651.31,4.77,651.31,-4.08,5.923333333,,,,,,,,,
651.325,-7.92,651.325,-7.23,651.325,-21.08,-12.07666667,,,,,,,,,
651.34,-6.92,651.34,13.77,651.34,-2.08,1.59,,,,,,,,,
651.355,4.08,651.355,12.77,651.355,-9.08,2.59,,,,,,,,,
651.371,-16.92,651.371,-7.23,651.371,-10.08,-11.41,,,,,,,,,
651.386,-17.92,651.386,-35.23,651.386,-24.08,-25.74333333,,,,,,,,,
651.401,-1.92,651.401,0.77,651.401,-7.08,-2.743333333,,,,,,,,,
651.416,-3.92,651.416,-3.23,651.416,6.92,-0.07666666667,,,,,,,,,
651.431,-4.92,651.431,10.77,651.431,-3.08,0.9233333333,,,,,,,,,
651.446,-11.92,651.446,-0.23,651.446,-14.08,-8.743333333,,,,,,,,,
651.461,-11.92,651.461,-9.23,651.461,-21.08,-14.07666667,,,,,,,,,
651.477,16.08,651.477,11.77,651.477,7.92,11.92333333,,,,,,,,,
651.492,21.08,651.492,21.77,651.492,32.92,25.25666667,,,,,,,,,
651.507,7.08,651.507,13.77,651.507,4.92,8.59,,,,,,,,,
651.522,5.08,651.522,-5.23,651.522,-6.08,-2.076666667,,,,,,,,,
651.537,-9.92,651.537,1.77,651.537,-5.08,-4.41,,,,,,,,,
651.552,-15.92,651.552,-2.23,651.552,-15.08,-11.07666667,,,,,,,,,
651.567,-2.92,651.567,4.77,651.567,-9.08,-2.41,,,,,,,,,
651.583,12.08,651.583,11.77,651.583,-3.08,6.923333333,,,,,,,,,
651.598,20.08,651.598,12.77,651.598,1.92,11.59,,,,,,,,,
651.613,1.08,651.613,-3.23,651.613,-19.08,-7.076666667,,,,,,,,,
651.628,12.08,651.628,19.77,651.628,0.92,10.92333333,,,,,,,,,
651.643,-4.92,651.643,14.77,651.643,2.92,4.256666667,,,,,,,,,
651.658,-12.92,651.658,-2.23,651.658,-19.08,-11.41,,,,,,,,,
651.673,-15.92,651.673,-6.23,651.673,-5.08,-9.076666667,,,,,,,,,
651.688,-13.92,651.688,4.77,651.688,-6.08,-5.076666667,,,,,,,,,
651.703,-12.92,651.703,13.77,651.703,0.92,0.59,,,,,,,,,
651.719,10.08,651.719,15.77,651.719,20.92,15.59,,,,,,,,,
651.734,19.08,651.734,27.77,651.734,17.92,21.59,,,,,,,,,
651.749,7.08,651.749,-2.23,651.749,-6.08,-0.41,,,,,,,,,
651.764,7.08,651.764,5.77,651.764,-5.08,2.59,,,,,,,,,
651.779,15.08,651.779,12.77,651.779,9.92,12.59,,,,,,,,,
651.794,4.08,651.794,12.77,651.794,3.92,6.923333333,,,,,,,,,
651.809,-16.92,651.809,16.77,651.809,-1.08,-0.41,,,,,,,,,
651.824,10.08,651.824,18.77,651.824,12.92,13.92333333,,,,,,,,,
651.839,7.08,651.839,11.77,651.839,2.92,7.256666667,,,,,,,,,
651.854,-4.92,651.854,14.77,651.854,6.92,5.59,,,,,,,,,
651.869,4.08,651.869,4.77,651.869,-3.08,1.923333333,,,,,,,,,
651.884,17.08,651.884,15.77,651.884,-1.08,10.59,,,,,,,,,
651.9,8.08,651.9,-5.23,651.9,-7.08,-1.41,,,,,,,,,
651.915,2.08,651.915,-16.23,651.915,-16.08,-10.07666667,,,,,,,,,
651.93,-12.92,651.93,-15.23,651.93,-11.08,-13.07666667,,,,,,,,,
651.945,8.08,651.945,6.77,651.945,22.92,12.59,,,,,,,,,
651.96,8.08,651.96,6.77,651.96,-5.08,3.256666667,,,,,,,,,
651.975,-4.92,651.975,4.77,651.975,-1.08,-0.41,,,,,,,,,
651.99,1.08,651.99,0.77,651.99,0.92,0.9233333333,,,,,,,,,
652.005,-7.92,652.005,4.77,652.005,-15.08,-6.076666667,,,,,,,,,
652.02,4.08,652.02,-1.23,652.02,-14.08,-3.743333333,,,,,,,,,
652.035,16.08,652.035,16.77,652.035,15.92,16.25666667,,,,,,,,,
652.05,18.08,652.05,36.77,652.05,28.92,27.92333333,,,,,,,,,
652.065,63.08,652.065,76.77,652.065,57.92,65.92333333,,,,,,,,,
652.08,6.08,652.08,9.77,652.08,-9.08,2.256666667,,,,,,,,,
652.095,5.08,652.095,7.77,652.095,-2.08,3.59,,,,,,,,,
652.11,26.08,652.11,36.77,652.11,15.92,26.25666667,,,,,,,,,
652.125,-2.92,652.125,23.77,652.125,-8.08,4.256666667,,,,,,,,,
652.14,6.08,652.14,8.77,652.14,-0.08,4.923333333,,,,,,,,,
652.155,-4.92,652.155,4.77,652.155,2.92,0.9233333333,,,,,,,,,
652.17,12.08,652.17,12.77,652.17,-1.08,7.923333333,,,,,,,,,
652.185,-8.92,652.185,7.77,652.185,3.92,0.9233333333,,,,,,,,,
652.2,11.08,652.2,24.77,652.2,10.92,15.59,,,,,,,,,
652.215,11.08,652.215,28.77,652.215,7.92,15.92333333,,,,,,,,,
652.23,2.08,652.23,4.77,652.23,-10.08,-1.076666667,,,,,,,,,
652.245,-6.92,652.245,11.77,652.245,-10.08,-1.743333333,,,,,,,,,
652.261,4.08,652.261,4.77,652.261,-6.08,0.9233333333,,,,,,,,,
652.276,4.08,652.276,7.77,652.276,-3.08,2.923333333,,,,,,,,,
652.291,-11.92,652.291,1.77,652.291,18.92,2.923333333,,,,,,,,,
652.306,-0.92,652.306,3.77,652.306,-1.08,0.59,,,,,,,,,
652.321,4.08,652.321,17.77,652.321,8.92,10.25666667,,,,,,,,,
652.336,-3.92,652.336,6.77,652.336,2.92,1.923333333,,,,,,,,,
652.351,-3.92,652.351,3.77,652.351,-9.08,-3.076666667,,,,,,,,,
652.366,10.08,652.366,-9.23,652.366,-6.08,-1.743333333,,,,,,,,,
652.381,11.08,652.381,-4.23,652.381,-1.08,1.923333333,,,,,,,,,
652.396,-7.92,652.396,15.77,652.396,6.92,4.923333333,,,,,,,,,
652.41,20.08,652.41,16.77,652.41,2.92,13.25666667,,,,,,,,,
652.425,25.08,652.425,9.77,652.425,-6.08,9.59,,,,,,,,,
652.44,7.08,652.44,13.77,652.44,6.92,9.256666667,,,,,,,,,
652.455,-26.92,652.455,2.77,652.455,-6.08,-10.07666667,,,,,,,,,
652.47,4.08,652.47,16.77,652.47,-5.08,5.256666667,,,,,,,,,
652.485,-7.92,652.485,-11.23,652.485,-5.08,-8.076666667,,,,,,,,,
652.5,-20.92,652.5,-20.23,652.5,9.92,-10.41,,,,,,,,,
652.515,2.08,652.515,-14.23,652.515,-5.08,-5.743333333,,,,,,,,,
652.53,1.08,652.53,2.77,652.53,-5.08,-0.41,,,,,,,,,
652.545,-5.92,652.545,-1.23,652.545,-6.08,-4.41,,,,,,,,,
652.56,-7.92,652.56,5.77,652.56,-1.08,-1.076666667,,,,,,,,,
652.575,-5.92,652.575,2.77,652.575,-15.08,-6.076666667,,,,,,,,,
652.59,43.08,652.59,26.77,652.59,15.92,28.59,,,,,,,,,
652.605,81.08,652.605,84.77,652.605,53.92,73.25666667,,,,,,,,,
652.62,16.08,652.62,5.77,652.62,-0.08,7.256666667,,,,,,,,,
652.635,-10.92,652.635,-11.23,652.635,-20.08,-14.07666667,,,,,,,,,
652.65,-11.92,652.65,-10.23,652.65,-15.08,-12.41,,,,,,,,,
652.665,-5.92,652.665,-0.23,652.665,-9.08,-5.076666667,,,,,,,,,
652.68,1.08,652.68,27.77,652.68,-2.08,8.923333333,,,,,,,,,
652.695,-0.92,652.695,28.77,652.695,-0.08,9.256666667,,,,,,,,,
652.71,2.08,652.71,0.77,652.71,-7.08,-1.41,,,,,,,,,
652.725,-13.92,652.725,0.77,652.725,-9.08,-7.41,,,,,,,,,
652.74,-7.92,652.74,6.77,652.74,-3.08,-1.41,,,,,,,,,
652.755,2.08,652.755,14.77,652.755,7.92,8.256666667,,,,,,,,,
652.769,16.08,652.769,7.77,652.769,14.92,12.92333333,,,,,,,,,
652.784,14.08,652.784,-2.23,652.784,-4.08,2.59,,,,,,,,,
652.799,13.08,652.799,2.77,652.799,3.92,6.59,,,,,,,,,
652.814,13.08,652.814,4.77,652.814,1.92,6.59,,,,,,,,,
652.829,-4.92,652.829,4.77,652.829,-6.08,-2.076666667,,,,,,,,,
652.844,-0.92,652.844,2.77,652.844,-7.08,-1.743333333,,,,,,,,,
652.859,-15.92,652.859,-5.23,652.859,-6.08,-9.076666667,,,,,,,,,
652.874,-4.92,652.874,-1.23,652.874,0.92,-1.743333333,,,,,,,,,
652.889,3.08,652.889,19.77,652.889,11.92,11.59,,,,,,,,,
652.904,-8.92,652.904,25.77,652.904,10.92,9.256666667,,,,,,,,,
652.919,-11.92,652.919,-4.23,652.919,-4.08,-6.743333333,,,,,,,,,
652.934,-3.92,652.934,-2.23,652.934,-1.08,-2.41,,,,,,,,,
652.948,5.08,652.948,-4.23,652.948,-2.08,-0.41,,,,,,,,,
652.963,5.08,652.963,-3.23,652.963,-0.08,0.59,,,,,,,,,
652.978,-2.92,652.978,-0.23,652.978,-0.08,-1.076666667,,,,,,,,,
652.993,-3.92,652.993,0.77,652.993,0.92,-0.7433333333,,,,,,,,,
653.008,12.08,653.008,0.77,653.008,2.92,5.256666667,,,,,,,,,
653.023,3.08,653.023,-12.23,653.023,-5.08,-4.743333333,,,,,,,,,
653.038,11.08,653.038,-2.23,653.038,-6.08,0.9233333333,,,,,,,,,
653.053,1.08,653.053,-9.23,653.053,-0.08,-2.743333333,,,,,,,,,
653.068,15.08,653.068,-6.23,653.068,-6.08,0.9233333333,,,,,,,,,
653.082,-5.92,653.082,1.77,653.082,-16.08,-6.743333333,,,,,,,,,
653.097,-1.92,653.097,2.77,653.097,-14.08,-4.41,,,,,,,,,
653.112,4.08,653.112,-1.23,653.112,-5.08,-0.7433333333,,,,,,,,,
653.127,-0.92,653.127,14.77,653.127,-7.08,2.256666667,,,,,,,,,
653.142,31.08,653.142,8.77,653.142,7.92,15.92333333,,,,,,,,,
653.157,9.08,653.157,13.77,653.157,8.92,10.59,,,,,,,,,
653.172,-12.92,653.172,11.77,653.172,-1.08,-0.7433333333,,,,,,,,,
653.186,1.08,653.186,15.77,653.186,-2.08,4.923333333,,,,,,,,,
653.201,-3.92,653.201,8.77,653.201,-3.08,0.59,,,,,,,,,
653.216,12.08,653.216,13.77,653.216,6.92,10.92333333,,,,,,,,,
653.231,19.08,653.231,27.77,653.231,9.92,18.92333333,,,,,,,,,
653.246,-1.92,653.246,11.77,653.246,-10.08,-0.07666666667,,,,,,,,,
653.261,-17.92,653.261,1.77,653.261,-12.08,-9.41,,,,,,,,,
653.276,26.08,653.276,17.77,653.276,4.92,16.25666667,,,,,,,,,
653.29,20.08,653.29,6.77,653.29,10.92,12.59,,,,,,,,,
653.305,6.08,653.305,13.77,653.305,-14.08,1.923333333,,,,,,,,,
653.32,4.08,653.32,4.77,653.32,-13.08,-1.41,,,,,,,,,
653.335,-2.92,653.335,-7.23,653.335,-7.08,-5.743333333,,,,,,,,,
653.35,-0.92,653.35,2.77,653.35,-3.08,-0.41,,,,,,,,,
653.365,15.08,653.365,8.77,653.365,7.92,10.59,,,,,,,,,
653.379,2.08,653.379,8.77,653.379,-13.08,-0.7433333333,,,,,,,,,
653.394,-12.92,653.394,16.77,653.394,-20.08,-5.41,,,,,,,,,
653.409,-3.92,653.409,1.77,653.409,-18.08,-6.743333333,,,,,,,,,
653.424,3.08,653.424,3.77,653.424,-11.08,-1.41,,,,,,,,,
653.439,-1.92,653.439,4.77,653.439,6.92,3.256666667,,,,,,,,,
653.454,0.08,653.454,-2.23,653.454,4.92,0.9233333333,,,,,,,,,
653.468,-19.92,653.468,-12.23,653.468,-3.08,-11.74333333,,,,,,,,,
653.483,-3.92,653.483,-7.23,653.483,-9.08,-6.743333333,,,,,,,,,
653.498,17.08,653.498,2.77,653.498,-3.08,5.59,,,,,,,,,
653.513,8.08,653.513,8.77,653.513,1.92,6.256666667,,,,,,,,,
653.528,9.08,653.528,20.77,653.528,10.92,13.59,,,,,,,,,
653.542,6.08,653.542,16.77,653.542,-5.08,5.923333333,,,,,,,,,
653.557,-8.92,653.557,-5.23,653.557,-13.08,-9.076666667,,,,,,,,,
653.572,-12.92,653.572,-5.23,653.572,-7.08,-8.41,,,,,,,,,
653.587,12.08,653.587,11.77,653.587,16.92,13.59,,,,,,,,,
653.602,23.08,653.602,8.77,653.602,8.92,13.59,,,,,,,,,
653.616,-2.92,653.616,-13.23,653.616,0.92,-5.076666667,,,,,,,,,
653.631,-10.92,653.631,-11.23,653.631,-17.08,-13.07666667,,,,,,,,,
653.646,-3.92,653.646,-3.23,653.646,-18.08,-8.41,,,,,,,,,
653.661,5.08,653.661,1.77,653.661,9.92,5.59,,,,,,,,,
653.675,13.08,653.675,-4.23,653.675,-3.08,1.923333333,,,,,,,,,
653.69,-4.92,653.69,-4.23,653.69,-7.08,-5.41,,,,,,,,,
653.705,-10.92,653.705,-0.23,653.705,-11.08,-7.41,,,,,,,,,
653.72,-2.92,653.72,-9.23,653.72,-11.08,-7.743333333,,,,,,,,,
653.735,-12.92,653.735,1.77,653.735,-15.08,-8.743333333,,,,,,,,,
653.749,-8.92,653.749,-2.23,653.749,-11.08,-7.41,,,,,,,,,
653.764,-6.92,653.764,-3.23,653.764,3.92,-2.076666667,,,,,,,,,
653.779,-6.92,653.779,16.77,653.779,-6.08,1.256666667,,,,,,,,,
653.794,10.08,653.794,6.77,653.794,-3.08,4.59,,,,,,,,,
653.808,0.08,653.808,6.77,653.808,1.92,2.923333333,,,,,,,,,
653.823,-6.92,653.823,14.77,653.823,7.92,5.256666667,,,,,,,,,
653.838,18.08,653.838,22.77,653.838,-0.08,13.59,,,,,,,,,
653.853,20.08,653.853,27.77,653.853,20.92,22.92333333,,,,,,,,,
653.867,-10.92,653.867,6.77,653.867,-15.08,-6.41,,,,,,,,,
653.882,4.08,653.882,-2.23,653.882,-12.08,-3.41,,,,,,,,,
653.897,18.08,653.897,9.77,653.897,-6.08,7.256666667,,,,,,,,,
653.912,3.08,653.912,-2.23,653.912,-2.08,-0.41,,,,,,,,,
653.926,12.08,653.926,9.77,653.926,11.92,11.25666667,,,,,,,,,
653.941,23.08,653.941,12.77,653.941,0.92,12.25666667,,,,,,,,,
653.956,8.08,653.956,26.77,653.956,6.92,13.92333333,,,,,,,,,
653.971,1.08,653.971,8.77,653.971,-3.08,2.256666667,,,,,,,,,
653.985,-10.92,653.985,10.77,653.985,-10.08,-3.41,,,,,,,,,
654,1.08,654,8.77,654,-10.08,-0.07666666667,,,,,,,,,
654.015,-3.92,654.015,-2.23,654.015,3.92,-0.7433333333,,,,,,,,,
654.029,2.08,654.029,3.77,654.029,5.92,3.923333333,,,,,,,,,
654.044,14.08,654.044,15.77,654.044,3.92,11.25666667,,,,,,,,,
654.059,11.08,654.059,13.77,654.059,-1.08,7.923333333,,,,,,,,,
654.074,16.08,654.074,17.77,654.074,19.92,17.92333333,,,,,,,,,
654.088,1.08,654.088,20.77,654.088,6.92,9.59,,,,,,,,,
654.103,5.08,654.103,7.77,654.103,-7.08,1.923333333,,,,,,,,,
654.118,18.08,654.118,12.77,654.118,6.92,12.59,,,,,,,,,
654.132,13.08,654.132,33.77,654.132,19.92,22.25666667,,,,,,,,,
654.147,8.08,654.147,16.77,654.147,7.92,10.92333333,,,,,,,,,
654.162,-4.92,654.162,6.77,654.162,-1.08,0.2566666667,,,,,,,,,
654.177,-1.92,654.177,8.77,654.177,-4.08,0.9233333333,,,,,,,,,
654.191,-12.92,654.191,2.77,654.191,-17.08,-9.076666667,,,,,,,,,
654.206,-14.92,654.206,-0.23,654.206,-17.08,-10.74333333,,,,,,,,,
654.221,-4.92,654.221,16.77,654.221,10.92,7.59,,,,,,,,,
654.235,5.08,654.235,12.77,654.235,-7.08,3.59,,,,,,,,,
654.25,30.08,654.25,36.77,654.25,21.92,29.59,,,,,,,,,
654.265,46.08,654.265,53.77,654.265,47.92,49.25666667,,,,,,,,,
654.279,19.08,654.279,32.77,654.279,22.92,24.92333333,,,,,,,,,
654.294,12.08,654.294,40.77,654.294,19.92,24.25666667,,,,,,,,,
654.309,15.08,654.309,19.77,654.309,31.92,22.25666667,,,,,,,,,
654.323,35.08,654.323,31.77,654.323,20.92,29.25666667,,,,,,,,,
654.338,10.08,654.338,22.77,654.338,5.92,12.92333333,,,,,,,,,
654.353,9.08,654.353,8.77,654.353,12.92,10.25666667,,,,,,,,,
654.367,11.08,654.367,17.77,654.367,15.92,14.92333333,,,,,,,,,
654.382,13.08,654.382,18.77,654.382,13.92,15.25666667,,,,,,,,,
654.397,-7.92,654.397,-2.23,654.397,1.92,-2.743333333,,,,,,,,,
654.411,-8.92,654.411,-1.23,654.411,-10.08,-6.743333333,,,,,,,,,
654.426,-0.92,654.426,-0.23,654.426,3.92,0.9233333333,,,,,,,,,
654.441,9.08,654.441,2.77,654.441,-2.08,3.256666667,,,,,,,,,
654.455,-2.92,654.455,-1.23,654.455,-8.08,-4.076666667,,,,,,,,,
